SMILES,Set,Actual,Predicted,ALogPS_logS,Mi:(Dragon7),nBM:(Dragon7),PCR:(Dragon7),VE2_Dz(Z):(Dragon7),VR2_Dz(Z):(Dragon7),SpDiam_B(m):(Dragon7),EE_B(m):(Dragon7),AVS_B(v):(Dragon7),SpPosA_B(v):(Dragon7),SpMax_B(v):(Dragon7),SpPosA_B(p):(Dragon7),SpMax_B(p):(Dragon7),EE_B(s):(Dragon7),GATS1i:(Dragon7),SpMax1_Bh(v):(Dragon7),SpMax4_Bh(s):(Dragon7),SpMin1_Bh(e):(Dragon7),SpMax_EA(bo):(Dragon7),TDB01v:(Dragon7),TDB03v:(Dragon7),Uc:(Dragon7),MLOGP:(Dragon7),ALOGP:(Dragon7),ALOGP2:(Dragon7),Residual,Standardized_Residual,Prediction_Quality
CN(C)C(=S)SSC(=S)N(C)C,Validation,49.1,57.391542420265324,-3.74,1.115,2,1.058,0.243,0.89,5.344,5.273,3.103,1.292,3.434,1.399,3.644,5.852,1.325,3.522,4.051,1.561,3.098,0.927,2.009,1.585,0.454,3.156,9.959,-8.291542420265323,-0.48714121000964705,Good
ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,Validation,44.4,43.48511965682343,-4.24,1.123,11,1.252,0.19,1.076,8.557,7.079,3.467,1.324,3.769,1.337,3.771,6.521,1.286,3.934,4.577,1.92,4.082,0.996,1.716,3.585,4.16,3.182,10.12,0.91488034317657,0.053750664809939445,Good
OCC(Br)(CO)[N+]([O-])=O,Validation,-15.7,17.19666430863321,-1.19,1.162,2,1.082,0.293,0.858,8.252,6.952,2.958,1.193,3.481,1.154,3.456,8.451,1.391,3.629,6.443,1.67,3.882,0.835,1.413,1.585,-0.205,0.057,0.003,-32.896664308633206,-1.9327309738440621,Good
OC(=O)CCC(O)=O,Validation,3.7,14.654992153263846,0.25,1.149,2,1.094,0.334,0.833,4.615,4.27,2.92,1.177,3.223,1.075,3.163,8.416,1.402,3.526,6.349,1.628,2.814,0.759,0.945,1.585,-0.353,-0.41,0.168,-10.954992153263845,-0.6436230875625636,Good
CCCC(O)=O,Validation,-15.6,13.257390953516564,0.43,1.149,1,1.066,0.365,0.794,4.439,3.859,2.813,1.187,3.129,1.122,3.066,7.733,1.576,3.51,3.254,1.659,2.706,0.669,0.728,1.0,0.586,0.893,0.798,-28.857390953516564,-1.6954172859876255,Good
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,Validation,1.7,14.715168353938171,-6.5,1.14,4,1.03,0.114,0.961,5.163,5.611,3.051,1.21,3.514,1.172,3.462,8.893,1.643,3.737,7.426,1.782,3.707,0.724,0.996,2.322,4.345,7.583,57.51,-13.015168353938172,-0.7646616924880697,Good
[Na+].CC1=C(C=CC(=C1)S([O-])(=O)=O)\N=N\C1=C(O)C=CC2=CC=CC=C12,Validation,110.9,95.4936089961771,-4.19,1.112,20,1.6,0.191,1.063,6.635,5.755,3.591,1.312,3.919,1.283,3.98,8.511,0.952,4.045,6.312,2.065,4.671,0.979,1.817,4.392,2.782,4.29,18.4,15.406391003822904,0.9051497990459383,Good
[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)\N=N\C1=C(C)C=C(C=C1)C1=CC=C(\N=N\C2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,Validation,110.5,94.12275854240829,-5.75,1.11,43,1.842,0.125,1.083,6.728,6.639,3.634,1.313,4.073,1.284,4.14,9.462,1.028,4.14,6.999,2.11,4.923,1.006,1.924,5.459,3.327,9.249,85.54,16.37724145759171,0.962188796233173,Good
[Na+].[Na+].[Na+].[O-]C(=O)C1=NN(C(=O)C1\N=N\C1=CC=C(C=C1)S([O-])(=O)=O)C1=CC=C(C=C1)S([O-])(=O)=O,Validation,97.6,64.53817509190448,-4.19,1.125,20,1.443,0.159,1.049,6.379,6.14,3.501,1.279,3.868,1.228,3.972,9.416,1.153,3.976,7.427,1.945,4.661,1.027,1.853,4.392,0.056,1.096,1.2,33.06182490809552,1.9424344198604926,Good
NC1=CC=C(C=C1)C1=CC=C(N)C=C1,Validation,80.1,92.44344914863521,-2.68,1.118,12,1.406,0.249,1.04,5.507,4.872,3.533,1.308,3.754,1.294,3.752,6.115,0.776,3.949,4.305,1.988,3.915,0.874,1.542,3.7,2.514,1.855,3.442,-12.343449148635216,-0.72519712849353,Good
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,Validation,109.6,95.45263861863485,-3.82,1.121,13,1.49,0.237,1.036,5.358,4.95,3.525,1.302,3.649,1.285,3.635,6.194,0.88,3.859,4.278,1.907,3.68,0.881,1.391,3.807,2.679,3.453,11.92,14.147361381365144,0.8311798206468607,Good
OC1=CC=C2C=CC=CC2=C1\N=N\C1=CC=CC=C1,Validation,100.3,101.89041200488751,-4.67,1.106,18,1.604,0.212,1.079,5.833,5.235,3.642,1.327,3.906,1.309,3.899,6.95,0.816,4.039,4.535,2.064,4.509,0.942,1.636,4.248,3.566,4.84,23.43,-1.5904120048875114,-0.0934392166385346,Good
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,Validation,74.7,64.19538843748279,-4.31,1.115,3,1.087,0.201,1.032,5.696,5.626,3.316,1.276,3.638,1.299,3.648,8.266,1.356,3.871,4.707,1.866,3.652,1.132,1.842,2.0,2.357,3.511,12.33,10.504611562517212,0.6171625166795223,Good
CNC(=O)OC1=C2C=CC=CC2=CC=C1,Validation,79.6,65.08044044028917,-3.34,1.115,12,1.424,0.229,1.04,5.749,4.974,3.503,1.293,3.869,1.265,3.865,7.623,1.133,4.031,4.239,2.063,4.432,0.874,1.597,3.7,2.222,2.502,6.26,14.519559559710828,0.8530470513468515,Good
CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,Validation,-5.8,26.27858122801983,-2.54,1.13,7,1.23,0.216,1.038,5.488,4.971,3.34,1.262,3.759,1.227,3.739,7.632,1.385,3.922,4.257,1.874,4.079,0.809,1.424,3.0,1.459,2.234,4.993,-32.07858122801983,-1.8846673010581165,Good
CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,Validation,33.1,39.271526443792034,-5.12,1.159,9,1.243,0.171,1.021,5.725,5.671,3.274,1.24,3.792,1.193,3.778,9.604,1.148,3.908,7.433,1.913,4.11,0.914,1.777,3.322,4.341,4.108,16.88,-6.1715264437920325,-0.3625869237655281,Good
CC1=C2C(=O)C3=C(C(O)=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O,Validation,96.2,32.040080186122225,-1.97,1.125,15,1.313,0.15,1.072,6.09,5.819,3.397,1.238,4.033,1.173,4.019,9.238,0.884,4.057,6.539,2.043,4.612,0.928,1.847,4.0,-2.161,-0.562,0.316,64.15991981387778,3.769496601243248,Bad
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,Validation,35.0,50.31380130211246,-4.78,1.11,13,1.317,0.172,1.026,5.714,5.486,3.425,1.292,3.802,1.279,3.794,7.934,1.025,3.951,4.914,1.97,4.157,0.962,1.756,3.807,3.932,4.292,18.42,-15.31380130211246,-0.8997100078660224,Good
COCCl,Validation,10.8,10.091016110379991,0.22,1.155,0,1.0,0.458,0.704,3.996,3.918,2.553,1.153,2.635,1.152,2.605,5.2,2.515,3.166,2.118,1.322,1.414,0.679,1.214,0.0,0.347,0.487,0.238,0.7089838896200096,0.041653923041231423,Good
CC(CCC=C(C)C)CC=O,Validation,30.6,29.015703052900374,-2.63,1.136,2,1.105,0.278,0.876,4.571,4.414,3.024,1.251,3.286,1.238,3.285,7.514,1.45,3.716,3.656,1.831,2.906,0.703,0.998,1.585,2.642,3.019,9.114,1.5842969470996273,0.0930799473374709,Good
CS(O)(=O)=O.CC1=NC=CN1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1,Validation,1.5,40.51780684220967,-4.97,1.117,18,1.416,0.168,1.089,5.701,5.642,3.523,1.301,3.784,1.293,3.803,7.773,1.142,3.968,4.731,1.977,4.06,0.905,1.649,4.248,3.367,3.023,9.137,-39.01780684220967,-2.2923577633253536,Bad
CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,Validation,44.0,42.92520008125902,-2.33,1.126,7,1.214,0.235,1.034,5.51,5.117,3.363,1.278,3.663,1.264,3.662,7.637,1.279,3.871,4.339,1.903,3.794,0.865,1.465,3.0,2.677,2.487,6.186,1.074799918740979,0.06314619239649222,Good
CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O,Validation,11.2,35.98508188417987,-3.36,1.157,8,1.265,0.246,0.97,5.684,5.313,3.281,1.265,3.658,1.243,3.759,8.292,1.367,3.767,4.648,1.626,3.711,0.896,1.565,3.17,0.752,1.313,1.723,-24.78508188417987,-1.4561626977554814,Good
CNCC1=CC=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1,Validation,2.2,-0.3730053344704242,-3.49,1.128,13,1.312,0.196,1.069,5.549,5.318,3.469,1.298,3.819,1.274,3.799,8.231,1.235,3.964,4.727,1.921,4.242,0.852,1.441,3.807,1.569,1.637,2.681,2.5730053344704245,0.15116812632251972,Good
O=C1CCCC1,Validation,14.7,16.172302703999602,-0.11,1.134,1,1.062,0.351,0.956,4.447,3.87,3.127,1.259,3.264,1.229,3.235,7.453,1.3,3.721,2.863,1.577,2.861,0.769,0.668,1.0,0.672,0.718,0.516,-1.4723027039996026,-0.08650010871003795,Good
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,Validation,66.3,54.245522367527855,-5.68,1.11,15,1.338,0.168,1.054,5.721,5.747,3.482,1.308,3.746,1.295,3.737,8.116,1.069,3.965,4.936,1.926,3.891,0.958,1.582,4.0,3.907,5.411,29.28,12.054477632472143,0.7082195956164207,Good
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,Validation,9.8,15.386427387130793,-2.24,1.131,1,1.031,0.265,1.059,5.226,4.514,3.312,1.268,3.726,1.254,3.717,7.496,1.254,3.984,3.671,1.784,4.017,0.804,1.3,1.0,2.357,1.936,3.747,-5.586427387130792,-0.32821143028185135,Good
CN(C)NC(=O)CCC(O)=O,Validation,18.8,8.44039468837196,-0.67,1.161,2,1.065,0.276,0.876,4.676,4.526,2.946,1.194,3.246,1.126,3.187,8.303,1.851,3.558,4.384,1.662,2.912,0.671,1.044,1.585,0.053,-0.691,0.477,10.35960531162804,0.6086431704666312,Good
CN1CSC(=S)N(C)C1,Validation,26.7,20.896049959286838,-1.36,1.131,1,1.04,0.288,0.966,5.232,4.777,3.153,1.27,3.397,1.334,3.533,5.383,1.594,3.603,3.372,1.678,3.104,0.834,1.581,1.0,0.198,1.602,2.567,5.803950040713161,0.3409912296605095,Good
CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,Validation,41.9,60.08495336591121,-5.6,1.106,15,1.338,0.168,1.054,8.747,7.696,3.496,1.32,3.749,1.326,3.751,8.075,1.026,3.967,4.682,1.926,3.891,0.98,1.603,4.0,4.115,5.629,31.69,-18.184953365911213,-1.0683947253272958,Good
CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1,Validation,34.8,57.89812799437269,-4.05,1.125,14,1.345,0.19,1.024,5.338,5.309,3.384,1.274,3.637,1.235,3.619,8.264,1.306,3.851,4.756,1.894,3.698,0.845,1.4,3.907,2.087,3.283,10.77,-23.098127994372696,-1.3570514929327662,Good
CCOP(=O)(OCC)OC1=NC(=NC(C)=C1)C(C)C,Validation,16.6,39.8945797201594,-1.74,1.143,7,1.216,0.211,0.979,6.073,5.355,3.189,1.233,3.668,1.218,3.822,7.662,1.87,3.786,4.302,1.836,3.955,0.771,1.327,3.0,2.879,2.238,5.006,-23.294579720159398,-1.3685933420312304,Good
O1C2=CC=CC=C2C2=C1C=CC=C2,Validation,42.4,52.355880387790414,-3.61,1.089,15,1.531,0.243,1.121,5.855,4.936,3.814,1.368,4.007,1.356,3.989,5.969,0.847,4.119,3.785,1.987,4.793,0.971,1.709,4.0,2.859,3.333,11.11,-9.955880387790415,-0.5849236936864569,Good
ClN1C(=O)NC(=O)N(Cl)C1=O,Validation,20.8,10.862527540789594,-2.35,1.168,3,1.09,0.257,0.969,5.454,5.054,3.198,1.219,3.509,1.17,3.439,8.581,2.288,3.543,4.743,1.556,3.541,1.0,2.175,2.0,-0.376,0.518,0.269,9.937472459210406,0.5838421988152107,Good
CCCCCCC1(C)CCC(=O)O1,Validation,19.6,45.52483769861894,-3.53,1.139,1,1.031,0.255,0.969,4.757,4.582,3.076,1.226,3.412,1.197,3.369,7.534,1.522,3.762,3.842,1.807,3.379,0.73,0.95,1.0,2.58,3.208,10.29,-25.924837698618937,-1.5231251515933053,Good
CC(C)CC(=O)CC(C)C,Validation,9.6,14.983795089148314,-2.16,1.141,1,1.037,0.273,0.867,4.638,4.294,2.962,1.251,3.28,1.235,3.255,7.485,1.556,3.694,3.467,1.809,2.911,0.681,0.914,1.0,2.446,2.506,6.279,-5.383795089148315,-0.31630646280740876,Good
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,Validation,51.4,58.35650745173189,-4.16,1.129,8,1.243,0.188,0.98,5.518,5.145,3.238,1.251,3.735,1.215,3.719,8.23,1.381,3.885,4.453,1.917,4.038,0.782,1.235,3.17,3.618,3.924,15.4,-6.956507451731895,-0.4087057975118413,Good
COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,Validation,1.1,64.65625571610788,-3.47,1.129,6,1.177,0.205,0.976,5.72,5.29,3.234,1.273,3.793,1.279,3.861,7.635,1.475,3.899,4.598,1.757,4.112,0.834,1.611,2.807,1.955,2.442,5.961,-63.55625571610788,-3.7340303822791774,Bad
CC1=C(C)S(=O)(=O)CCS1(=O)=O,Validation,30.1,19.17798881832572,-1.37,1.125,5,1.176,0.283,0.966,6.284,5.558,3.39,1.282,3.979,1.26,4.131,8.818,1.376,4.09,6.999,2.035,4.879,1.016,1.671,2.585,-0.231,-0.374,0.14,10.922011181674282,0.6416854034028389,Good
COC(=O)CCCCC(=O)OC,Validation,79.9,14.035085579604493,-1.43,1.144,2,1.058,0.268,0.885,4.562,4.576,2.952,1.179,3.197,1.138,3.139,8.185,1.808,3.614,4.492,1.737,2.828,0.701,1.063,1.585,1.121,1.004,1.009,65.86491442039551,3.8696677266600306,Bad
COC(=O)C1CCC(CC1)C(=O)OC,Validation,17.1,15.712658014429776,-1.68,1.139,2,1.045,0.239,0.972,4.889,4.745,3.105,1.186,3.393,1.149,3.362,8.192,1.597,3.797,4.49,1.895,3.157,0.759,1.187,1.585,1.35,1.558,2.427,1.3873419855702256,0.08150853234448506,Good
CN(C)CCO,Validation,16.8,6.7168781647185245,1.2,1.164,0,1.0,0.372,0.793,3.999,3.709,2.682,1.163,2.901,1.127,2.848,6.387,2.484,3.448,3.393,1.619,2.214,0.563,0.835,0.0,-0.081,-0.219,0.048,10.083121835281476,0.5923993296480697,Good
CC(=O)OC(C)(C)CC1=CC=CC=C1,Validation,40.0,28.490580597747034,-3.72,1.125,7,1.236,0.249,0.97,5.175,4.795,3.279,1.281,3.581,1.254,3.577,7.585,1.276,3.867,3.852,1.93,3.522,0.787,1.271,3.0,2.959,2.508,6.292,11.509419402252966,0.6761965639129671,Good
Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Validation,-41.6,49.598096331325394,-3.53,1.121,12,1.319,0.203,1.031,5.35,5.088,3.398,1.289,3.674,1.278,3.669,6.065,1.338,3.923,4.235,1.967,3.727,0.801,1.331,3.7,3.262,3.385,11.46,-91.19809633132539,-5.358032166468322,Bad
O=P(OC1=CC=CC=C1)OC1=CC=CC=C1,Validation,26.6,46.42275235812925,-4.17,1.105,13,1.365,0.217,1.034,5.752,5.237,3.497,1.306,3.595,1.308,3.697,7.613,1.235,3.844,4.28,1.887,3.515,0.939,1.496,3.807,2.817,2.816,7.928,-19.82275235812925,-1.1646180022982584,Good
C(C1=CC=CC=C1)C1=CC=CC=C1,Validation,57.6,44.77335632722688,-4.62,1.1,12,1.411,0.259,1.042,5.256,4.768,3.579,1.336,3.633,1.336,3.633,5.68,0.888,3.916,3.674,1.97,3.572,0.894,1.367,3.7,4.148,3.805,14.48,12.826643672773123,0.7535855697783838,Good
CCOP(=S)(OCC)SCCSCC,Validation,77.6,62.634850126877076,-4.47,1.123,1,1.025,0.239,0.903,5.486,5.449,2.997,1.241,3.55,1.331,4.096,5.827,1.25,3.666,4.091,1.649,3.842,0.891,1.376,1.0,1.654,2.953,8.718,14.965149873122918,0.879226185872367,Good
OCCN(CCO)CCO.CCCCCCCCCCCCOS(O)(=O)=O,Validation,101.6,99.700483464539,-4.37,1.143,2,1.039,0.221,0.917,5.671,5.292,2.985,1.198,3.608,1.165,3.755,8.322,1.729,3.704,4.37,1.826,4.423,0.734,0.845,1.585,4.038,4.041,16.33,1.8995165354609895,0.11159959590343495,Good
ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,Validation,43.2,29.759545191602204,-4.9,1.112,3,1.075,0.206,1.077,6.185,5.997,3.401,1.273,3.953,1.292,3.976,8.336,1.452,4.036,4.801,1.793,4.482,1.29,2.551,2.0,3.429,2.237,5.006,13.4404548083978,0.789647943239175,Good
OC1=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(O)=CC=C2)=CC=C1,Validation,81.5,48.399479401403575,-4.12,1.114,13,1.3,0.188,1.069,5.328,5.297,3.459,1.291,3.663,1.257,3.655,8.06,0.986,3.922,4.656,1.944,3.669,0.89,1.413,3.807,2.732,3.5,12.25,33.100520598596425,1.9447078527801265,Good
CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,Validation,73.3,64.38780026166862,-5.33,1.169,11,1.267,0.174,0.982,5.858,5.468,3.277,1.235,3.86,1.157,3.827,9.819,1.088,3.945,7.819,1.962,4.401,0.836,1.662,3.585,4.117,4.135,17.1,8.912199738331381,0.5236058074993825,Good
NCCO,Validation,14.5,7.583101907316059,1.14,1.178,0,1.0,0.476,0.694,3.431,3.258,2.47,1.066,2.638,0.999,2.592,6.434,1.891,3.313,2.227,1.503,1.414,0.542,0.448,0.0,-1.053,-1.187,1.409,6.916898092683941,0.40637868512233377,Good
OP(O)(=O)CCCl,Validation,10.9,15.077418542582338,-0.73,1.151,1,1.056,0.354,0.814,5.148,4.885,2.869,1.183,3.441,1.184,3.859,7.941,1.752,3.619,4.687,1.662,3.716,0.944,1.052,1.0,-0.297,-0.657,0.432,-4.177418542582338,-0.2454299357591875,Good
CCOC(=O)C1=C(C)C=CC=C1,Validation,27.2,48.45379812576412,-2.67,1.121,7,1.272,0.265,0.968,5.415,4.671,3.305,1.275,3.693,1.25,3.683,7.568,1.233,3.876,3.896,1.924,3.916,0.806,1.411,3.0,2.654,2.52,6.352,-21.253798125764124,-1.2486942008498096,Good
CCOC(=O)C1=CC=CC=C1,Validation,10.6,32.01573431051768,-2.26,1.119,7,1.276,0.276,0.965,5.272,4.586,3.313,1.266,3.615,1.239,3.602,7.561,1.205,3.843,3.674,1.897,3.67,0.82,1.279,3.0,2.351,2.034,4.138,-21.415734310517678,-1.2582082074105658,Good
CCCCCCC(=O)OCC,Validation,23.8,11.562821869594197,-2.71,1.143,1,1.033,0.276,0.876,4.508,4.366,2.904,1.2,3.164,1.171,3.103,7.519,1.693,3.63,3.873,1.772,2.825,0.674,0.827,1.0,2.377,2.862,8.189,12.237178130405804,0.7189535383645446,Good
CCSC(=O)N(CC)C1CCCCC1,Validation,31.5,38.18995216475695,-3.14,1.137,1,1.021,0.244,0.971,5.12,4.83,3.089,1.215,3.353,1.225,3.374,7.515,1.525,3.763,4.013,1.881,3.195,0.771,1.053,1.0,2.174,3.337,11.14,-6.689952164756953,-0.3930452534960408,Good
CCO[Si](CC)(OCC)OCC,Validation,30.8,8.271974479753993,-1.9,1.141,0,1.0,0.0,0.0,4.85,4.706,2.912,1.213,3.601,1.251,4.27,5.672,2.039,3.796,3.948,1.689,3.323,0.823,1.31,0.0,0.557,2.861,8.185,22.528025520246008,1.3235570723534547,Good
CCOC1=NC(=NS1)C(Cl)(Cl)Cl,Validation,99.3,81.09671632070415,-3.67,1.13,5,1.192,0.24,0.971,5.605,5.357,3.237,1.296,3.674,1.328,3.722,6.34,1.661,3.684,4.11,1.501,3.911,1.112,1.863,2.585,2.073,2.666,7.11,18.20328367929585,1.0694716601832552,Good
CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,Validation,62.3,55.27642187019682,-2.98,1.13,7,1.21,0.214,0.978,6.062,5.441,3.227,1.257,3.719,1.273,3.856,7.611,1.48,3.877,4.25,1.905,3.965,0.831,1.461,3.0,3.747,3.249,10.55,7.023578129803177,0.4126463057569606,Good
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,Validation,54.2,80.05398852445622,-4.72,1.105,18,1.363,0.186,1.07,5.8,5.552,3.569,1.319,3.844,1.314,3.84,7.109,1.039,3.978,4.899,1.992,4.265,1.016,1.967,4.248,3.62,3.827,14.65,-25.853988524456213,-1.5189626507363527,Good
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,Validation,94.5,60.47515965037665,-4.41,1.126,7,1.197,0.213,1.028,5.797,5.362,3.326,1.264,3.776,1.253,3.776,7.886,1.197,3.882,4.477,1.926,4.126,0.904,1.427,3.0,3.438,4.555,20.75,34.02484034962335,1.9990130977066383,Good
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,Validation,18.2,-0.858172289280017,-5.28,1.135,3,1.06,0.171,1.094,5.363,5.401,3.351,1.264,3.691,1.245,3.684,8.22,1.338,4.025,4.396,2.038,3.773,0.809,1.34,2.0,3.652,3.174,10.07,19.058172289280016,1.1196977159377677,Good
CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,Validation,24.8,55.574630203347894,-5.1,1.147,13,1.33,0.171,1.02,5.455,5.501,3.282,1.227,3.682,1.171,3.654,9.489,1.071,3.857,7.432,1.887,3.846,0.847,1.36,3.807,3.865,5.331,28.42,-30.774630203347893,-1.808058119345496,Good
FC1(F)OC2=CC=CC(=C2O1)C1=CNC=C1C#N,Validation,85.7,71.30512663812993,-4.12,1.139,12,1.371,0.215,1.086,5.674,5.228,3.529,1.3,3.858,1.243,3.84,9.059,0.852,3.97,4.943,1.894,4.268,0.993,1.988,3.7,1.424,4.123,17.0,14.394873361870069,0.845721540337079,Good
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F,Validation,39.6,69.677490032498,-3.65,1.153,18,1.451,0.187,1.069,6.395,5.715,3.544,1.29,3.922,1.243,3.982,9.317,1.138,3.977,6.999,1.889,4.784,0.976,1.791,4.248,2.389,2.511,6.303,-30.077490032497998,-1.7671000334839173,Good
C1C2=C(C=CC=C2)C2=C1C=CC=C2,Validation,19.4,45.63853619778802,-4.82,1.09,12,1.407,0.251,1.12,5.567,4.829,3.732,1.355,3.866,1.355,3.866,5.684,0.778,4.043,3.721,1.928,4.212,0.964,1.689,3.7,4.148,3.493,12.2,-26.238536197788022,-1.5415554337673365,Good
COC(=O)CSC1=C(Cl)C=C(F)C(=C1)N=C1SC(=O)N2CCCCN12,Validation,55.2,48.49254704609491,-4.15,1.129,9,1.268,0.181,1.061,5.796,5.697,3.37,1.259,3.784,1.258,3.801,8.927,1.108,3.881,4.895,1.874,4.086,0.974,1.73,3.322,3.46,4.717,22.25,6.70745295390509,0.3940734524932395,Good
CC(=O)O[C@H]1[C@@H](O)C2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,Validation,8.1,-3.391316617582426,-2.57,1.135,3,1.025,0.163,1.053,5.694,5.506,3.263,1.234,3.824,1.19,3.803,8.592,1.334,4.001,6.444,2.034,4.269,0.808,1.541,2.0,1.118,0.698,0.487,11.491316617582426,0.6751329967282419,Good
CCOP(=O)(SC(C)CC)N1CCSC1=O,Validation,9.8,48.489741226174125,-1.71,1.13,2,1.043,0.208,0.977,5.693,5.429,3.146,1.249,3.618,1.295,3.991,8.163,1.497,3.751,4.186,1.729,4.009,0.906,1.462,1.585,0.64,2.541,6.459,-38.68974122617412,-2.2730833903489196,Bad
[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,Validation,85.2,42.166499332720505,-4.99,1.126,27,1.643,0.167,1.112,5.801,5.715,3.629,1.321,3.888,1.304,3.859,6.791,1.083,4.025,4.581,2.011,4.575,0.882,1.56,4.807,5.163,4.781,22.85,43.0335006672795,2.528286116558115,Bad
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,Validation,6.1,-0.9909615192860726,-0.2,1.149,0,1.0,0.0,0.0,5.147,6.566,3.192,1.152,3.538,1.077,3.485,9.555,1.554,3.862,6.489,1.824,3.267,0.792,1.254,0.0,-13.62,-13.98,195.3,7.090961519286072,0.41660518629130133,Good
CCCCCCC1CCC(=O)O1,Validation,24.7,33.23287290706574,-3.13,1.139,1,1.033,0.265,0.966,4.532,4.49,3.064,1.224,3.303,1.193,3.251,7.525,1.524,3.719,3.84,1.788,2.968,0.731,0.846,1.0,2.289,3.002,9.015,-8.532872907065741,-0.5013197571837941,Good
CC(C)C1=CCC(C)=CC1,Validation,3.6,17.067783522441843,-2.41,1.128,2,1.148,0.28,0.965,5.036,4.363,3.233,1.274,3.521,1.274,3.521,5.112,1.25,3.848,3.477,1.929,3.351,0.75,1.19,1.585,3.267,3.449,11.89,-13.467783522441843,-0.7912535483428629,Good
CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,Validation,101.6,78.7100201646099,-3.95,1.13,7,1.218,0.223,0.975,5.395,5.027,3.23,1.259,3.689,1.229,3.682,7.847,1.301,3.879,4.369,1.928,3.88,0.772,1.307,3.0,3.182,4.147,17.2,22.889979835390093,1.3448224599147065,Good
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Validation,89.4,44.428653745933296,-5.33,1.122,16,1.375,0.144,1.055,5.691,5.539,3.496,1.309,3.847,1.302,3.844,6.414,1.44,4.008,4.3,2.025,4.157,0.806,1.666,4.087,4.304,3.205,10.27,44.97134625406671,2.642137604750727,Bad
OCC(O)CO,Validation,-8.5,5.995495569169106,1.11,1.163,0,1.0,0.33,0.8,4.046,3.756,2.627,1.08,2.957,0.995,2.91,7.376,1.7,3.435,3.336,1.569,2.303,0.624,0.692,0.0,-1.37,-1.408,1.983,-14.495495569169105,-0.8516332539041098,Good
